Year,Trends,Uso,Deseo
2021-04-01,0.17948717948717952,,
2021-05-01,0.10256410256410253,,
2021-06-01,0.15384615384615385,1.0,1.0
2021-07-01,0.10256410256410253,0.9960937500000001,0.9908561928512054
2021-08-01,0.07692307692307698,0.9921875000000001,0.9817123857024104
2021-09-01,0.02564102564102566,0.9882812500000001,0.9725685785536158
2021-10-01,0.3076923076923077,0.9843750000000001,0.9634247714048212
2021-11-01,0.2564102564102564,0.9804687500000001,0.9542809642560264
2021-12-01,0.15384615384615385,0.9765625000000001,0.9451371571072318
2022-01-01,0.15384615384615385,0.9726562500000001,0.9359933499584372
2022-02-01,0.15384615384615385,0.9687500000000001,0.9268495428096424
2022-03-01,0.23076923076923073,0.9648437500000001,0.9177057356608478
2022-04-01,0.23076923076923073,0.9609375000000001,0.9085619285120532
2022-05-01,0.33333333333333337,0.9570312500000001,0.8994181213632584
2022-06-01,0.3589743589743589,0.9531250000000001,0.8902743142144638
2022-07-01,0.3076923076923077,0.9565104166666668,0.8863258520365751
2022-08-01,0.20512820512820518,0.9598958333333333,0.8823773898586866
2022-09-01,0.4358974358974359,0.96328125,0.8784289276807979
2022-10-01,0.6666666666666666,0.9666666666666669,0.8744804655029093
2022-11-01,0.7948717948717948,0.9700520833333331,0.8705320033250208
2022-12-01,0.564102564102564,0.9734375000000001,0.8665835411471321
2023-01-01,0.7692307692307693,0.9768229166666668,0.8626350789692434
2023-02-01,0.9487179487179488,0.9802083333333332,0.8586866167913549
2023-03-01,0.6923076923076924,0.9835937499999999,0.8547381546134662
2023-04-01,0.6410256410256411,0.9869791666666669,0.8507896924355776
2023-05-01,0.6153846153846153,0.9903645833333333,0.8468412302576891
2023-06-01,0.41025641025641024,0.99375,0.8428927680798004
2023-07-01,0.33333333333333337,0.9403645833333333,0.814214463840399
2023-08-01,0.3076923076923077,0.8869791666666668,0.7855361596009973
2023-09-01,0.564102564102564,0.83359375,0.7568578553615959
2023-10-01,0.717948717948718,0.7802083333333333,0.7281795511221945
2023-11-01,0.7435897435897435,0.7268229166666668,0.699501246882793
2023-12-01,0.5384615384615384,0.6734375,0.6708229426433914
2024-01-01,0.6410256410256411,0.6200520833333335,0.6421446384039899
2024-02-01,0.6410256410256411,0.5666666666666668,0.6134663341645885
2024-03-01,0.6923076923076924,0.51328125,0.5847880299251869
2024-04-01,0.9999999999999999,0.4598958333333335,0.5561097256857854
2024-05-01,0.6153846153846153,0.40651041666666676,0.527431421446384
2024-06-01,0.4871794871794871,0.353125,0.4987531172069825
2024-07-01,0.3076923076923077,0.3236979166666666,0.45719035743973396
2024-08-01,0.28205128205128205,0.29427083333333337,0.4156275976724854
2024-09-01,0.5897435897435898,0.26484374999999993,0.37406483790523687
2024-10-01,0.6923076923076924,0.23541666666666672,0.3325020781379883
2024-11-01,0.5128205128205129,0.20598958333333328,0.29093931837073966
2024-12-01,0.3589743589743589,0.17656250000000007,0.24937655860349123
2025-01-01,0.46153846153846156,0.14713541666666685,0.20781379883624268
2025-02-01,0.564102564102564,0.11770833333333341,0.16625103906899402
2025-03-01,0.3846153846153846,0.08828124999999998,0.12468827930174559
2025-04-01,0.28205128205128205,0.05885416666666676,0.08312551953449704
2025-05-01,0.23076923076923073,0.029427083333333326,0.04156275976724849
2025-06-01,0.20512820512820518,0.0,0.0
2025-07-01,0.10256410256410253,0.0,0.0
2025-08-01,0.0,0.0,0.0
2025-09-01,0.1282051282051282,0.0,0.0
2025-10-01,0.28205128205128205,0.0,0.0
2025-11-01,0.2564102564102564,0.0,0.0
2025-12-01,0.23076923076923073,0.0,0.0
2026-01-01,0.2564102564102564,0.0,0.0
2026-02-01,0.33333333333333337,0.0,0.0
2026-03-01,0.10256410256410253,0.0,0.0
