Year,Trends,Uso,Deseo
2021-04-01,0.4285714285714285,,
2021-05-01,0.5714285714285714,,
2021-06-01,0.4285714285714285,1.0,1.0
2021-07-01,0.4285714285714285,0.9943280977312393,0.994517543859649
2021-08-01,0.4285714285714285,0.9886561954624781,0.9890350877192982
2021-09-01,0.5714285714285714,0.9829842931937173,0.9835526315789473
2021-10-01,0.8571428571428571,0.9773123909249565,0.9780701754385963
2021-11-01,0.8571428571428571,0.9716404886561955,0.9725877192982457
2021-12-01,0.4285714285714285,0.9659685863874347,0.9671052631578947
2022-01-01,0.4285714285714285,0.9602966841186739,0.9616228070175437
2022-02-01,0.5714285714285714,0.9546247818499126,0.9561403508771931
2022-03-01,0.7142857142857143,0.9489528795811518,0.950657894736842
2022-04-01,0.5714285714285714,0.943280977312391,0.9451754385964912
2022-05-01,0.7142857142857143,0.93760907504363,0.9396929824561404
2022-06-01,0.5714285714285714,0.9319371727748692,0.9342105263157894
2022-07-01,0.4285714285714285,0.9363001745200698,0.9331140350877194
2022-08-01,0.4285714285714285,0.9406631762652707,0.932017543859649
2022-09-01,0.5714285714285714,0.9450261780104713,0.930921052631579
2022-10-01,0.8571428571428571,0.9493891797556718,0.9298245614035088
2022-11-01,0.9999999999999999,0.9537521815008728,0.9287280701754386
2022-12-01,0.5714285714285714,0.9581151832460734,0.9276315789473684
2023-01-01,0.5714285714285714,0.9624781849912739,0.9265350877192984
2023-02-01,0.7142857142857143,0.9668411867364749,0.925438596491228
2023-03-01,0.7142857142857143,0.9712041884816754,0.924342105263158
2023-04-01,0.7142857142857143,0.975567190226876,0.9232456140350878
2023-05-01,0.7142857142857143,0.979930191972077,0.9221491228070176
2023-06-01,0.4285714285714285,0.9842931937172775,0.9210526315789473
2023-07-01,0.4285714285714285,0.9397905759162305,0.8788377192982457
2023-08-01,0.5714285714285714,0.8952879581151832,0.8366228070175437
2023-09-01,0.7142857142857143,0.8507853403141362,0.794407894736842
2023-10-01,0.7142857142857143,0.806282722513089,0.7521929824561404
2023-11-01,0.7142857142857143,0.7617801047120419,0.7099780701754386
2023-12-01,0.4285714285714285,0.7172774869109947,0.6677631578947367
2024-01-01,0.7142857142857143,0.6727748691099477,0.6255482456140349
2024-02-01,0.5714285714285714,0.6282722513089006,0.5833333333333333
2024-03-01,0.5714285714285714,0.5837696335078534,0.5411184210526316
2024-04-01,0.5714285714285714,0.5392670157068064,0.4989035087719298
2024-05-01,0.5714285714285714,0.4947643979057591,0.45668859649122795
2024-06-01,0.2857142857142857,0.4502617801047121,0.4144736842105263
2024-07-01,0.14285714285714285,0.4127399650959861,0.3799342105263158
2024-08-01,0.2857142857142857,0.3752181500872599,0.3453947368421053
2024-09-01,0.2857142857142857,0.33769633507853414,0.3108552631578947
2024-10-01,0.5714285714285714,0.30017452006980805,0.2763157894736842
2024-11-01,0.4285714285714285,0.26265270506108196,0.24177631578947367
2024-12-01,0.2857142857142857,0.22513089005235598,0.20723684210526316
2025-01-01,0.4285714285714285,0.1876090750436299,0.17269736842105265
2025-02-01,0.2857142857142857,0.1500872600349039,0.13815789473684215
2025-03-01,0.2857142857142857,0.11256544502617805,0.10361842105263164
2025-04-01,0.2857142857142857,0.07504363001745196,0.06907894736842102
2025-05-01,0.2857142857142857,0.03752181500872598,0.03453947368421051
2025-06-01,0.14285714285714285,0.0,0.0
2025-07-01,0.0,0.0,0.0
2025-08-01,0.0,0.0,0.0
2025-09-01,0.14285714285714285,0.0,0.0
2025-10-01,0.14285714285714285,0.0,0.0
2025-11-01,0.14285714285714285,0.0,0.0
2025-12-01,0.14285714285714285,0.0,0.0
2026-01-01,0.14285714285714285,0.0,0.0
2026-02-01,0.14285714285714285,0.0,0.0
2026-03-01,0.0,0.0,0.0
