Year,Trends,Uso,Deseo
2021-04-01,0.047058823529411764,,
2021-05-01,0.09411764705882353,,
2021-06-01,0.047058823529411764,1.0,1.0
2021-07-01,0.0,0.985665137614679,0.9886877828054299
2021-08-01,0.03529411764705884,0.971330275229358,0.9773755656108598
2021-09-01,0.07058823529411767,0.9569954128440368,0.9660633484162897
2021-10-01,0.2,0.9426605504587158,0.9547511312217194
2021-11-01,0.1647058823529412,0.9283256880733946,0.9434389140271493
2021-12-01,0.09411764705882353,0.9139908256880735,0.9321266968325792
2022-01-01,0.08235294117647057,0.8996559633027523,0.9208144796380091
2022-02-01,0.1411764705882353,0.8853211009174313,0.909502262443439
2022-03-01,0.09411764705882353,0.8709862385321101,0.8981900452488689
2022-04-01,0.10588235294117648,0.8566513761467891,0.8868778280542986
2022-05-01,0.18823529411764706,0.8423165137614679,0.8755656108597285
2022-06-01,0.1411764705882353,0.8279816513761469,0.8642533936651584
2022-07-01,0.22352941176470592,0.8272171253822631,0.8608597285067874
2022-08-01,0.3058823529411765,0.8264525993883793,0.8574660633484164
2022-09-01,0.36470588235294116,0.8256880733944956,0.8540723981900453
2022-10-01,0.39999999999999997,0.8249235474006116,0.8506787330316743
2022-11-01,0.37647058823529417,0.824159021406728,0.8472850678733033
2022-12-01,0.24705882352941178,0.823394495412844,0.8438914027149322
2023-01-01,0.27058823529411763,0.8226299694189603,0.8404977375565612
2023-02-01,0.27058823529411763,0.8218654434250767,0.8371040723981902
2023-03-01,0.23529411764705882,0.8211009174311927,0.8337104072398192
2023-04-01,0.22352941176470592,0.820336391437309,0.8303167420814479
2023-05-01,0.25882352941176473,0.8195718654434252,0.8269230769230769
2023-06-01,0.2,0.8188073394495414,0.8235294117647058
2023-07-01,0.15294117647058825,0.7838302752293578,0.7986425339366516
2023-08-01,0.1764705882352941,0.7488532110091743,0.7737556561085974
2023-09-01,0.24705882352941178,0.7138761467889909,0.748868778280543
2023-10-01,0.36470588235294116,0.6788990825688075,0.7239819004524888
2023-11-01,0.35294117647058826,0.6439220183486238,0.6990950226244343
2023-12-01,0.24705882352941178,0.6089449541284404,0.6742081447963801
2024-01-01,0.39999999999999997,0.573967889908257,0.6493212669683257
2024-02-01,0.5058823529411764,0.5389908256880733,0.6244343891402715
2024-03-01,0.4823529411764706,0.5040137614678899,0.5995475113122173
2024-04-01,0.5647058823529412,0.4690366972477064,0.5746606334841631
2024-05-01,0.588235294117647,0.434059633027523,0.5497737556561086
2024-06-01,0.7058823529411764,0.39908256880733944,0.5248868778280544
2024-07-01,0.6941176470588235,0.3658256880733945,0.48114630467571656
2024-08-01,0.5764705882352941,0.33256880733944955,0.43740573152337864
2024-09-01,0.5058823529411764,0.2993119266055046,0.3936651583710408
2024-10-01,0.5294117647058822,0.26605504587155965,0.349924585218703
2024-11-01,0.4705882352941177,0.2327981651376147,0.3061840120663651
2024-12-01,0.4352941176470589,0.19954128440366975,0.26244343891402716
2025-01-01,0.4705882352941177,0.1662844036697248,0.21870286576168935
2025-02-01,0.5764705882352941,0.13302752293577985,0.17496229260935153
2025-03-01,0.6235294117647059,0.09977064220183485,0.1312217194570136
2025-04-01,0.7529411764705882,0.0665137614678899,0.0874811463046758
2025-05-01,0.6705882352941177,0.03325688073394495,0.043740573152337925
2025-06-01,0.6823529411764706,0.0,0.0
2025-07-01,0.5058823529411764,0.0,0.0
2025-08-01,0.4235294117647059,0.0,0.0
2025-09-01,0.38823529411764707,0.0,0.0
2025-10-01,0.6588235294117648,0.0,0.0
2025-11-01,0.776470588235294,0.0,0.0
2025-12-01,0.8235294117647058,0.0,0.0
2026-01-01,1.0,0.0,0.0
2026-02-01,0.7529411764705882,0.0,0.0
2026-03-01,0.4941176470588235,0.0,0.0
